train_no,station_code,prev_delay_bucket,predicted_delay_min
12707,SKZR,30-60,35.7
12707,SKZR,60-120,66.5
12707,SKZR,120+,111.5
12707,TPTY,0-5,6.9
12707,TPTY,5-15,6.9
12707,TPTY,15-30,7.1
12707,TPTY,30-60,10.1
12707,TPTY,60-120,23.1
12707,TPTY,120+,44.3
12707,TU,0-5,31.8
12707,TU,5-15,31.8
12707,TU,15-30,32.4
12707,TU,30-60,38.2
12707,TU,60-120,69.0
12707,TU,120+,112.9
12707,VGLJ,0-5,31.2
12707,VGLJ,5-15,31.2
12707,VGLJ,15-30,31.8
12707,VGLJ,30-60,37.9
12707,VGLJ,60-120,70.1
12707,VGLJ,120+,116.9
12707,YA,0-5,29.7
12707,YA,5-15,29.7
12707,YA,15-30,30.1
12707,YA,30-60,35.7
12707,YA,60-120,64.0
12707,YA,120+,103.1
12708,AGC,0-5,18.9
12708,AGC,5-15,19.0
12708,AGC,15-30,19.2
12708,AGC,30-60,25.2
12708,AGC,60-120,45.0
12708,AGC,120+,77.5
12708,BPA,0-5,37.7
12708,BPA,5-15,37.7
12708,BPA,15-30,38.1
12708,BPA,30-60,44.1
12708,BPA,60-120,77.6
12708,BPA,120+,121.8
12708,BPL,0-5,14.5
12708,BPL,5-15,14.5
12708,BPL,15-30,14.7
12708,BPL,30-60,22.8
12708,BPL,60-120,46.1
12708,BPL,120+,86.3
12708,BPQ,0-5,13.6
12708,BPQ,5-15,13.6
12708,BPQ,15-30,13.9
12708,BPQ,30-60,21.8
12708,BPQ,60-120,44.8
12708,BPQ,120+,84.1
12708,DHNE,0-5,8.8
12708,DHNE,5-15,8.9
12708,DHNE,15-30,9.1
12708,DHNE,30-60,15.7
12708,DHNE,60-120,38.1
12708,DHNE,120+,72.0
12708,GWD,0-5,16.5
12708,GWD,5-15,16.6
12708,GWD,15-30,17.0
12708,GWD,30-60,25.6
12708,GWD,60-120,51.9
12708,GWD,120+,94.7
12708,GWL,0-5,9.2
12708,GWL,5-15,9.2
12708,GWL,15-30,9.5
12708,GWL,30-60,16.2
12708,GWL,60-120,36.8
12708,GWL,120+,68.1
12708,HX,0-5,6.8
12708,HX,5-15,6.8
12708,HX,15-30,6.8
12708,HX,30-60,11.9
12708,HX,60-120,28.0
12708,HX,120+,55.4
12708,KCG,0-5,20.9
12708,KCG,5-15,20.9
12708,KCG,15-30,21.3
12708,KCG,30-60,29.8
12708,KCG,60-120,59.7
12708,KCG,120+,104.8
12708,KRNT,0-5,11.1
12708,KRNT,5-15,11.1
12708,KRNT,15-30,11.4
12708,KRNT,30-60,17.6
12708,KRNT,60-120,40.7
12708,KRNT,120+,74.5
12708,KZJ,0-5,16.5
12708,KZJ,5-15,16.5
12708,KZJ,15-30,16.8
12708,KZJ,30-60,24.5
12708,KZJ,60-120,49.7
12708,KZJ,120+,92.0
12708,MBNR,0-5,19.8
12708,MBNR,5-15,19.8
12708,MBNR,15-30,20.3
12708,MBNR,30-60,28.5
12708,MBNR,60-120,55.8
12708,MBNR,120+,99.5
12708,MCI,0-5,33.9
12708,MCI,5-15,33.9
12708,MCI,15-30,34.6
12708,MCI,30-60,44.5
12708,MCI,60-120,81.6
12708,MCI,120+,133.1
12708,MTJ,0-5,13.2
12708,MTJ,5-15,13.2
12708,MTJ,15-30,13.0
12708,MTJ,30-60,19.7
12708,MTJ,60-120,39.1
12708,MTJ,120+,74.0
12708,NGP,0-5,22.6
12708,NGP,5-15,22.7
12708,NGP,15-30,23.0
12708,NGP,30-60,31.1
12708,NGP,60-120,56.9
12708,NGP,120+,95.3
12708,NZM,0-5,3.6
12708,NZM,5-15,3.6
12708,NZM,15-30,3.7
12708,NZM,30-60,7.9
12708,NZM,60-120,22.3
12708,NZM,120+,46.1
12708,RDM,0-5,40.4
12708,RDM,5-15,40.5
12708,RDM,15-30,40.9
12708,RDM,30-60,51.3
12708,RDM,60-120,87.5
12708,RDM,120+,140.0
12708,RJP,0-5,5.9
12708,RJP,5-15,5.9
12708,RJP,15-30,5.8
12708,RJP,30-60,10.1
12708,RJP,60-120,24.2
12708,RJP,120+,48.6
12708,RU,0-5,23.7
12708,RU,5-15,23.7
12708,RU,15-30,24.1
12708,RU,30-60,32.2
12708,RU,60-120,58.0
12708,RU,120+,96.6
12708,SKZR,0-5,16.2
12708,SKZR,5-15,16.2
12708,SKZR,15-30,16.6
12708,SKZR,30-60,24.3
12708,SKZR,60-120,47.3
12708,SKZR,120+,87.6
12708,TPTY,0-5,3.8
12708,TPTY,5-15,3.8
12708,TPTY,15-30,3.4
12708,TPTY,30-60,7.3
12708,TPTY,60-120,16.6
12708,TPTY,120+,34.0
12708,TU,0-5,8.1
12708,TU,5-15,8.1
12708,TU,15-30,8.1
12708,TU,30-60,13.8
12708,TU,60-120,28.8
12708,TU,120+,55.3
12708,VGLJ,0-5,10.4
12708,VGLJ,5-15,10.4
12708,VGLJ,15-30,10.7
12708,VGLJ,30-60,16.9
12708,VGLJ,60-120,38.7
12708,VGLJ,120+,70.5
12708,YA,0-5,8.1
12708,YA,5-15,8.1
12708,YA,15-30,8.1
12708,YA,30-60,13.4
12708,YA,60-120,28.1
12708,YA,120+,54.6
12711,BPP,0-5,16.8
12711,BPP,5-15,16.8
12711,BPP,15-30,16.9
12711,BPP,30-60,22.5
12711,BPP,60-120,46.1
12711,BPP,120+,78.9
12711,BTTR,0-5,15.2
12711,BTTR,5-15,15.2
12711,BTTR,15-30,15.2
12711,BTTR,30-60,24.4
12711,BTTR,60-120,49.6
12711,BTTR,120+,91.9
12711,BZA,0-5,3.2
12711,BZA,5-15,3.2
12711,BZA,15-30,3.1
12711,BZA,30-60,8.6
12711,BZA,60-120,21.4
12711,BZA,120+,47.1
12711,CLX,0-5,15.8
12711,CLX,5-15,15.8
12711,CLX,15-30,16.0
12711,CLX,30-60,25.1
12711,CLX,60-120,48.9
12711,CLX,120+,93.4
12711,GDR,0-5,13.0
12711,GDR,5-15,13.0
12711,GDR,15-30,13.2
12711,GDR,30-60,21.3
12711,GDR,60-120,42.8
12711,GDR,120+,81.1
12711,KVZ,0-5,15.5
12711,KVZ,5-15,15.5
12711,KVZ,15-30,15.6
12711,KVZ,30-60,24.7
12711,KVZ,60-120,49.6
12711,KVZ,120+,94.4
12711,MAS,0-5,4.2
12711,MAS,5-15,4.2
12711,MAS,15-30,4.2
12711,MAS,30-60,9.4
12711,MAS,60-120,27.7
12711,MAS,120+,54.1
12711,NDO,0-5,10.8
12711,NDO,5-15,10.8
12711,NDO,15-30,10.9
12711,NDO,30-60,17.9
12711,NDO,60-120,41.3
12711,NDO,120+,75.8
12711,NLR,0-5,16.2
12711,NLR,5-15,16.2
12711,NLR,15-30,16.1
12711,NLR,30-60,24.2
12711,NLR,60-120,45.0
12711,NLR,120+,85.8
12711,NYP,0-5,11.7
12711,NYP,5-15,11.7
12711,NYP,15-30,11.8
12711,NYP,30-60,18.8
12711,NYP,60-120,42.0
12711,NYP,120+,78.0
12711,OGL,0-5,8.6
12711,OGL,5-15,8.7
12711,OGL,15-30,8.8
12711,OGL,30-60,15.0
12711,OGL,60-120,36.8
12711,OGL,120+,67.7
12711,SKM,0-5,16.0
12711,SKM,5-15,16.1
12711,SKM,15-30,16.4
12711,SKM,30-60,24.6
12711,SKM,60-120,49.1
12711,SKM,120+,91.3
12711,SPE,0-5,12.4
12711,SPE,5-15,12.4
12711,SPE,15-30,12.5
12711,SPE,30-60,19.6
12711,SPE,60-120,42.6
12711,SPE,120+,79.5
12711,TEL,0-5,11.1
12711,TEL,5-15,11.1
12711,TEL,15-30,11.3
12711,TEL,30-60,18.0
12711,TEL,60-120,39.3
12711,TEL,120+,73.3
12712,BPP,0-5,23.5
12712,BPP,5-15,23.5
12712,BPP,15-30,24.2
12712,BPP,30-60,29.7
12712,BPP,60-120,54.8
12712,BPP,120+,92.8
12712,BTTR,0-5,22.3
12712,BTTR,5-15,22.4
12712,BTTR,15-30,23.1
12712,BTTR,30-60,31.7
12712,BTTR,60-120,60.7
12712,BTTR,120+,107.1
12712,BZA,0-5,2.7
12712,BZA,5-15,2.7
12712,BZA,15-30,3.1
12712,BZA,30-60,7.4
12712,BZA,60-120,19.3
12712,BZA,120+,41.0
12712,CLX,0-5,16.2
12712,CLX,5-15,16.2
12712,CLX,15-30,16.9
12712,CLX,30-60,24.8
12712,CLX,60-120,48.7
12712,CLX,120+,91.0
12712,GDR,0-5,10.5
12712,GDR,5-15,10.5
12712,GDR,15-30,11.1
12712,GDR,30-60,17.7
12712,GDR,60-120,38.1
12712,GDR,120+,70.4
12712,KVZ,0-5,22.2
12712,KVZ,5-15,22.2
12712,KVZ,15-30,23.1
12712,KVZ,30-60,31.6
12712,KVZ,60-120,60.7
12712,KVZ,120+,105.0
12712,MAS,0-5,3.4
12712,MAS,5-15,3.5
12712,MAS,15-30,3.6
12712,MAS,30-60,7.8
12712,MAS,60-120,23.4
12712,MAS,120+,47.1
12712,NDO,0-5,19.8
12712,NDO,5-15,19.8
12712,NDO,15-30,20.5
12712,NDO,30-60,28.4
12712,NDO,60-120,55.8
12712,NDO,120+,99.5
12712,NLR,0-5,19.9
12712,NLR,5-15,19.9
12712,NLR,15-30,20.6
12712,NLR,30-60,28.1
12712,NLR,60-120,53.1
12712,NLR,120+,94.7
12712,NYP,0-5,10.5
12712,NYP,5-15,10.6
12712,NYP,15-30,11.1
12712,NYP,30-60,16.9
12712,NYP,60-120,38.1
12712,NYP,120+,70.7
12712,OGL,0-5,15.6
12712,OGL,5-15,15.6
12712,OGL,15-30,16.3
12712,OGL,30-60,23.4
12712,OGL,60-120,45.6
12712,OGL,120+,86.0
12712,SKM,0-5,19.2
12712,SKM,5-15,19.2
12712,SKM,15-30,20.0
12712,SKM,30-60,27.6
12712,SKM,60-120,54.0
12712,SKM,120+,96.2
12712,SPE,0-5,12.5
12712,SPE,5-15,12.5
12712,SPE,15-30,13.0
12712,SPE,30-60,19.2
12712,SPE,60-120,40.6
12712,SPE,120+,75.6
12712,TEL,0-5,20.6
12712,TEL,5-15,20.6
12712,TEL,15-30,21.4
12712,TEL,30-60,28.9
12712,TEL,60-120,56.9
12712,TEL,120+,99.5
12713,BZA,0-5,15.8
12713,BZA,5-15,15.8
12713,BZA,15-30,13.9
12713,BZA,30-60,19.6
12713,BZA,60-120,32.9
12713,BZA,120+,56.2
12713,CHZ,0-5,8.9
12713,CHZ,5-15,9.0
12713,CHZ,15-30,9.9
12713,CHZ,30-60,17.5
12713,CHZ,60-120,41.0
12713,CHZ,120+,74.6
12713,DKJ,0-5,14.4
12713,DKJ,5-15,14.4
12713,DKJ,15-30,15.5
12713,DKJ,30-60,24.4
12713,DKJ,60-120,50.0
12713,DKJ,120+,93.1
12713,KDM,0-5,18.2
12713,KDM,5-15,18.2
12713,KDM,15-30,19.1
12713,KDM,30-60,29.0
12713,KDM,60-120,58.0
12713,KDM,120+,105.8
12713,KMT,0-5,21.9
12713,KMT,5-15,21.9
12713,KMT,15-30,20.4
12713,KMT,30-60,28.3
12713,KMT,60-120,51.5
12713,KMT,120+,88.4
12713,KZJ,0-5,18.2
12713,KZJ,5-15,18.3
12713,KZJ,15-30,19.1
12713,KZJ,30-60,28.9
12713,KZJ,60-120,57.4
12713,KZJ,120+,104.5
12713,MABD,0-5,17.4
12713,MABD,5-15,17.4
12713,MABD,15-30,18.3
12713,MABD,30-60,27.5
12713,MABD,60-120,54.5
12713,MABD,120+,98.9
12713,MDR,0-5,4.5
12713,MDR,5-15,4.5
12713,MDR,15-30,5.5
12713,MDR,30-60,10.7
12713,MDR,60-120,29.7
12713,MDR,120+,55.0
12713,SC,0-5,14.7
12713,SC,5-15,14.7
12713,SC,15-30,12.7
12713,SC,30-60,17.1
12713,SC,60-120,28.6
12713,SC,120+,51.9
12713,WL,0-5,26.5
12713,WL,5-15,26.5
12713,WL,15-30,24.6
12713,WL,30-60,33.3
12713,WL,60-120,53.5
12713,WL,120+,93.8
12713,ZN,0-5,14.0
12713,ZN,5-15,14.0
12713,ZN,15-30,15.0
12713,ZN,30-60,23.7
12713,ZN,60-120,47.8
12713,ZN,120+,87.8
12714,BZA,0-5,13.0
12714,BZA,5-15,13.1
12714,BZA,15-30,13.7
12714,BZA,30-60,18.9
12714,BZA,60-120,36.8
12714,BZA,120+,61.4
12714,CHZ,0-5,4.4
12714,CHZ,5-15,4.4
12714,CHZ,15-30,4.9
12714,CHZ,30-60,8.9
12714,CHZ,60-120,25.5
12714,CHZ,120+,48.7
12714,DKJ,0-5,34.0
12714,DKJ,5-15,34.1
12714,DKJ,15-30,35.2
12714,DKJ,30-60,43.9
12714,DKJ,60-120,80.3
12714,DKJ,120+,132.8
12714,KDM,0-5,31.5
12714,KDM,5-15,31.5
12714,KDM,15-30,32.6
12714,KDM,30-60,41.1
12714,KDM,60-120,77.0
12714,KDM,120+,126.1
12714,KMT,0-5,33.4
12714,KMT,5-15,33.4
12714,KMT,15-30,34.5
12714,KMT,30-60,43.1
12714,KMT,60-120,79.7
12714,KMT,120+,130.7
12714,KZJ,0-5,20.7
12714,KZJ,5-15,20.7
12714,KZJ,15-30,21.6
12714,KZJ,30-60,29.5
12714,KZJ,60-120,57.5
12714,KZJ,120+,100.2
12714,MABD,0-5,31.1
12714,MABD,5-15,31.1
12714,MABD,15-30,32.2
12714,MABD,30-60,40.2
12714,MABD,60-120,75.7
12714,MABD,120+,123.4
12714,MDR,0-5,34.0
12714,MDR,5-15,34.0
12714,MDR,15-30,35.1
12714,MDR,30-60,42.9
12714,MDR,60-120,79.2
12714,MDR,120+,130.2
12714,SC,0-5,2.2
12714,SC,5-15,2.2
12714,SC,15-30,2.6
12714,SC,30-60,5.6
12714,SC,60-120,17.5
12714,SC,120+,38.1
12714,WL,0-5,24.4
12714,WL,5-15,24.4
12714,WL,15-30,25.0
12714,WL,30-60,32.2
12714,WL,60-120,62.4
12714,WL,120+,103.9
12714,ZN,0-5,14.1
12714,ZN,5-15,14.2
12714,ZN,15-30,14.7
12714,ZN,30-60,21.4
12714,ZN,60-120,42.8
12714,ZN,120+,81.1
12723,AGC,0-5,27.2
12723,AGC,5-15,27.2
12723,AGC,15-30,27.4
12723,AGC,30-60,30.8
12723,AGC,60-120,53.3
12723,AGC,120+,86.8
12723,BPA,0-5,28.9
12723,BPA,5-15,28.9
12723,BPA,15-30,29.1
12723,BPA,30-60,35.8
12723,BPA,60-120,65.4
12723,BPA,120+,107.1
12723,BPL,0-5,22.0
12723,BPL,5-15,22.0
12723,BPL,15-30,22.6
12723,BPL,30-60,29.6
12723,BPL,60-120,56.0
12723,BPL,120+,97.1
12723,BPQ,0-5,13.6
12723,BPQ,5-15,13.6
12723,BPQ,15-30,14.0
12723,BPQ,30-60,20.2
12723,BPQ,60-120,39.4
12723,BPQ,120+,77.2
12723,BVH,0-5,11.9
12723,BVH,5-15,12.0
12723,BVH,15-30,12.3
12723,BVH,30-60,17.9
12723,BVH,60-120,39.0
12723,BVH,120+,72.6
12723,CD,0-5,15.5
12723,CD,5-15,15.5
12723,CD,15-30,15.8
12723,CD,30-60,21.8
12723,CD,60-120,42.9
12723,CD,120+,81.1
12723,GWL,0-5,24.5
12723,GWL,5-15,24.6
12723,GWL,15-30,25.1
12723,GWL,30-60,31.7
12723,GWL,60-120,61.7
12723,GWL,120+,104.0
12723,HYB,0-5,3.1
12723,HYB,5-15,3.1
12723,HYB,15-30,3.2
12723,HYB,30-60,6.2
12723,HYB,60-120,22.1
12723,HYB,120+,43.1
12723,KZJ,0-5,33.8
12723,KZJ,5-15,33.8
12723,KZJ,15-30,34.6
12723,KZJ,30-60,42.1
12723,KZJ,60-120,78.5
12723,KZJ,120+,130.4
12723,MCI,0-5,27.5
12723,MCI,5-15,27.5
12723,MCI,15-30,28.0
12723,MCI,30-60,34.3
12723,MCI,60-120,65.7
12723,MCI,120+,110.2
12723,MTJ,0-5,31.2
12723,MTJ,5-15,31.2
12723,MTJ,15-30,31.7
12723,MTJ,30-60,38.0
12723,MTJ,60-120,71.7
12723,MTJ,120+,117.6
12723,NDLS,0-5,15.1
12723,NDLS,5-15,15.2
12723,NDLS,15-30,15.5
12723,NDLS,30-60,21.1
12723,NDLS,60-120,41.5
12723,NDLS,120+,78.8
12723,NGP,0-5,32.6
12723,NGP,5-15,32.7
12723,NGP,15-30,33.2
12723,NGP,30-60,39.2
12723,NGP,60-120,69.1
12723,NGP,120+,112.5
12723,NZM,0-5,18.3
12723,NZM,5-15,18.3
12723,NZM,15-30,18.8
12723,NZM,30-60,24.7
12723,NZM,60-120,47.2
12723,NZM,120+,86.5
12723,RDM,0-5,26.1
12723,RDM,5-15,26.1
12723,RDM,15-30,26.5
12723,RDM,30-60,32.3
12723,RDM,60-120,58.9
12723,RDM,120+,100.9
12723,SC,0-5,13.7
12723,SC,5-15,13.7
12723,SC,15-30,13.9
12723,SC,30-60,19.3
12723,SC,60-120,37.5
12723,SC,120+,74.1
12723,SKZR,0-5,28.0
12723,SKZR,5-15,28.0
12723,SKZR,15-30,28.5
12723,SKZR,30-60,34.5
12723,SKZR,60-120,65.7
12723,SKZR,120+,110.0
12723,VGLJ,0-5,31.1
12723,VGLJ,5-15,31.1
12723,VGLJ,15-30,31.7
12723,VGLJ,30-60,38.3
12723,VGLJ,60-120,71.4
12723,VGLJ,120+,118.2
12724,AGC,0-5,41.7
12724,AGC,5-15,41.7
12724,AGC,15-30,41.7
12724,AGC,30-60,44.4
12724,AGC,60-120,72.5
12724,AGC,120+,109.7
12724,BPA,0-5,42.8
12724,BPA,5-15,42.8
12724,BPA,15-30,42.7
12724,BPA,30-60,51.0
12724,BPA,60-120,86.4
12724,BPA,120+,141.7
12724,BPL,0-5,24.1
12724,BPL,5-15,24.2
12724,BPL,15-30,24.2
12724,BPL,30-60,31.2
12724,BPL,60-120,62.7
12724,BPL,120+,113.4
12724,BPQ,0-5,24.4
12724,BPQ,5-15,24.4
12724,BPQ,15-30,24.4
12724,BPQ,30-60,31.5
12724,BPQ,60-120,63.0
12724,BPQ,120+,112.9
12724,CD,0-5,50.3
12724,CD,5-15,50.3
12724,CD,15-30,50.1
12724,CD,30-60,58.5
12724,CD,60-120,97.9
12724,CD,120+,155.0
12724,GWL,0-5,19.4
12724,GWL,5-15,19.5
12724,GWL,15-30,19.1
12724,GWL,30-60,25.4
12724,GWL,60-120,53.6
12724,GWL,120+,98.5
12724,HYB,0-5,28.9
12724,HYB,5-15,28.9
12724,HYB,15-30,28.8
12724,HYB,30-60,35.8
12724,HYB,60-120,67.9
12724,HYB,120+,120.4
12724,KZJ,0-5,52.4
12724,KZJ,5-15,52.4
12724,KZJ,15-30,52.2
12724,KZJ,30-60,60.4
12724,KZJ,60-120,98.2
12724,KZJ,120+,155.5
12724,MCI,0-5,46.4
12724,MCI,5-15,46.5
12724,MCI,15-30,46.3
12724,MCI,30-60,54.1
12724,MCI,60-120,89.9
12724,MCI,120+,145.5
12724,MTJ,0-5,15.8
12724,MTJ,5-15,15.8
12724,MTJ,15-30,15.3
12724,MTJ,30-60,21.2
12724,MTJ,60-120,45.4
12724,MTJ,120+,85.4
12724,NDLS,0-5,0.0
12724,NDLS,5-15,0.0
12724,NDLS,15-30,0.0
12724,NDLS,30-60,1.2
12724,NDLS,60-120,13.2
12724,NDLS,120+,34.4
12724,NGP,0-5,34.2
12724,NGP,5-15,34.2
12724,NGP,15-30,34.1
12724,NGP,30-60,40.3
12724,NGP,60-120,71.1
12724,NGP,120+,123.3
12724,RDM,0-5,49.3
12724,RDM,5-15,49.3
12724,RDM,15-30,49.2
12724,RDM,30-60,57.0
12724,RDM,60-120,93.7
12724,RDM,120+,149.7
12724,SC,0-5,52.0
12724,SC,5-15,52.0
12724,SC,15-30,51.8
12724,SC,30-60,60.5
12724,SC,60-120,98.2
12724,SC,120+,154.5
12724,SKZR,0-5,28.6
12724,SKZR,5-15,28.6
12724,SKZR,15-30,28.6
12724,SKZR,30-60,35.2
12724,SKZR,60-120,66.2
12724,SKZR,120+,118.5
12724,VGLJ,0-5,10.5
12724,VGLJ,5-15,10.5
12724,VGLJ,15-30,10.0
12724,VGLJ,30-60,15.4
12724,VGLJ,60-120,34.9
12724,VGLJ,120+,71.6
12759,BZA,0-5,27.1
12759,BZA,5-15,27.1
12759,BZA,15-30,27.9
12759,BZA,30-60,32.6
12759,BZA,60-120,57.8
12759,BZA,120+,93.6
12759,CLX,0-5,22.3
12759,CLX,5-15,22.4
12759,CLX,15-30,23.2
12759,CLX,30-60,31.4
12759,CLX,60-120,59.1
12759,CLX,120+,103.5
12759,DKJ,0-5,25.2
12759,DKJ,5-15,25.2
12759,DKJ,15-30,26.2
12759,DKJ,30-60,34.7
12759,DKJ,60-120,64.9
12759,DKJ,120+,108.5
12759,GDR,0-5,13.8
12759,GDR,5-15,13.9
12759,GDR,15-30,14.5
12759,GDR,30-60,21.9
12759,GDR,60-120,44.3
12759,GDR,120+,83.5
12759,HYB,0-5,3.1
12759,HYB,5-15,3.2
12759,HYB,15-30,3.5
12759,HYB,30-60,7.6
12759,HYB,60-120,22.7
12759,HYB,120+,45.5
12759,KMT,0-5,24.1
12759,KMT,5-15,24.1
12759,KMT,15-30,25.1
12759,KMT,30-60,33.3
12759,KMT,60-120,63.1
12759,KMT,120+,106.9
12759,KVZ,0-5,22.1
12759,KVZ,5-15,22.1
12759,KVZ,15-30,23.1
12759,KVZ,30-60,30.9
12759,KVZ,60-120,58.2
12759,KVZ,120+,101.5
12759,KZJ,0-5,22.1
12759,KZJ,5-15,22.1
12759,KZJ,15-30,23.0
12759,KZJ,30-60,30.6
12759,KZJ,60-120,56.7
12759,KZJ,120+,98.1
12759,MABD,0-5,31.4
12759,MABD,5-15,31.5
12759,MABD,15-30,32.8
12759,MABD,30-60,40.6
12759,MABD,60-120,74.8
12759,MABD,120+,123.5
12759,MS,0-5,2.4
12759,MS,5-15,2.4
12759,MS,15-30,2.8
12759,MS,30-60,6.4
12759,MS,60-120,19.7
12759,MS,120+,39.7
12759,MSB,0-5,4.7
12759,MSB,5-15,4.7
12759,MSB,15-30,5.4
12759,MSB,30-60,9.2
12759,MSB,60-120,26.3
12759,MSB,120+,48.7
12759,NLR,0-5,19.2
12759,NLR,5-15,19.2
12759,NLR,15-30,20.1
12759,NLR,30-60,27.5
12759,NLR,60-120,51.9
12759,NLR,120+,91.7
12759,NYP,0-5,10.3
12759,NYP,5-15,10.4
12759,NYP,15-30,11.0
12759,NYP,30-60,16.7
12759,NYP,60-120,37.3
12759,NYP,120+,67.3
12759,OGL,0-5,23.2
12759,OGL,5-15,23.2
12759,OGL,15-30,24.2
12759,OGL,30-60,32.0
12759,OGL,60-120,59.9
12759,OGL,120+,102.0
12759,SC,0-5,31.3
12759,SC,5-15,31.3
12759,SC,15-30,32.2
12759,SC,30-60,39.8
12759,SC,60-120,72.8
12759,SC,120+,118.7
12759,SPE,0-5,10.5
12759,SPE,5-15,10.5
12759,SPE,15-30,11.2
12759,SPE,30-60,16.9
12759,SPE,60-120,37.3
12759,SPE,120+,67.3
12759,TBM,0-5,2.5
12759,TBM,5-15,2.5
12759,TBM,15-30,2.8
12759,TBM,30-60,6.4
12759,TBM,60-120,19.7
12759,TBM,120+,39.2
12759,TEL,0-5,25.5
12759,TEL,5-15,25.5
12759,TEL,15-30,26.5
12759,TEL,30-60,34.3
12759,TEL,60-120,63.8
12759,TEL,120+,107.0
12759,WL,0-5,20.4
12759,WL,5-15,20.5
12759,WL,15-30,21.3
12759,WL,30-60,28.5
12759,WL,60-120,51.5
12759,WL,120+,90.6
12760,BZA,0-5,22.0
12760,BZA,5-15,22.0
12760,BZA,15-30,22.4
12760,BZA,30-60,27.7
12760,BZA,60-120,48.3
12760,BZA,120+,83.1
12760,CLX,0-5,25.9
12760,CLX,5-15,25.9
12760,CLX,15-30,26.6
12760,CLX,30-60,35.0
12760,CLX,60-120,67.1
12760,CLX,120+,111.8
12760,DKJ,0-5,21.1
12760,DKJ,5-15,21.1
12760,DKJ,15-30,22.0
12760,DKJ,30-60,30.1
12760,DKJ,60-120,58.7
12760,DKJ,120+,103.8
12760,GDR,0-5,15.1
12760,GDR,5-15,15.1
12760,GDR,15-30,15.6
12760,GDR,30-60,23.1
12760,GDR,60-120,45.0
12760,GDR,120+,87.2
12760,HYB,0-5,5.9
12760,HYB,5-15,5.9
12760,HYB,15-30,6.4
12760,HYB,30-60,10.8
12760,HYB,60-120,29.7
12760,HYB,120+,57.3
12760,KMT,0-5,23.6
12760,KMT,5-15,23.6
12760,KMT,15-30,24.5
12760,KMT,30-60,32.7
12760,KMT,60-120,63.2
12760,KMT,120+,107.6
12760,KVZ,0-5,20.5
12760,KVZ,5-15,20.5
12760,KVZ,15-30,21.3
12760,KVZ,30-60,28.9
12760,KVZ,60-120,56.7
12760,KVZ,120+,100.4
12760,KZJ,0-5,16.7
12760,KZJ,5-15,16.8
12760,KZJ,15-30,17.2
12760,KZJ,30-60,24.0
12760,KZJ,60-120,44.9
12760,KZJ,120+,85.1
12760,MABD,0-5,21.0
12760,MABD,5-15,21.0
12760,MABD,15-30,21.9
12760,MABD,30-60,29.1
12760,MABD,60-120,56.2
12760,MABD,120+,99.8
12760,MS,0-5,3.0
12760,MS,5-15,3.0
12760,MS,15-30,3.1
12760,MS,30-60,6.4
12760,MS,60-120,19.9
12760,MS,120+,41.6
12760,MSB,0-5,3.4
12760,MSB,5-15,3.5
12760,MSB,15-30,4.2
12760,MSB,30-60,7.6
12760,MSB,60-120,20.7
12760,MSB,120+,42.7
12760,NLR,0-5,20.3
12760,NLR,5-15,20.4
12760,NLR,15-30,21.1
12760,NLR,30-60,28.4
12760,NLR,60-120,53.5
12760,NLR,120+,95.1
12760,NYP,0-5,14.9
12760,NYP,5-15,15.0
12760,NYP,15-30,15.4
12760,NYP,30-60,21.9
12760,NYP,60-120,44.1
12760,NYP,120+,83.5
12760,OGL,0-5,21.8
12760,OGL,5-15,21.9
12760,OGL,15-30,22.7
12760,OGL,30-60,30.1
12760,OGL,60-120,58.3
12760,OGL,120+,100.8
12760,SC,0-5,15.9
12760,SC,5-15,15.9
12760,SC,15-30,16.0
12760,SC,30-60,22.5
12760,SC,60-120,41.9
12760,SC,120+,80.4
12760,SPE,0-5,16.8
12760,SPE,5-15,16.8
12760,SPE,15-30,17.6
12760,SPE,30-60,24.3
12760,SPE,60-120,47.7
12760,SPE,120+,88.7
12760,TBM,0-5,6.2
12760,TBM,5-15,6.2
12760,TBM,15-30,6.7
12760,TBM,30-60,10.6
12760,TBM,60-120,28.8
12760,TBM,120+,55.0
12760,TEL,0-5,26.1
12760,TEL,5-15,26.1
12760,TEL,15-30,27.0
12760,TEL,30-60,34.6
12760,TEL,60-120,64.7
12760,TEL,120+,108.6
12760,WL,0-5,17.1
12760,WL,5-15,17.1
12760,WL,15-30,17.6
12760,WL,30-60,24.1
12760,WL,60-120,45.1
12760,WL,120+,84.2
12785,AP,0-5,11.6
12785,AP,5-15,11.7
12785,AP,15-30,12.0
12785,AP,30-60,16.4
12785,AP,60-120,31.5
12785,AP,120+,57.3
12785,ATP,0-5,20.8
12785,ATP,5-15,21.1
12785,ATP,15-30,21.5
12785,ATP,30-60,28.3
12785,ATP,60-120,38.7
12785,ATP,120+,55.3
12785,BNC,0-5,50.2
12785,BNC,5-15,50.5
12785,BNC,15-30,50.9
12785,BNC,30-60,57.7
12785,BNC,60-120,79.5
12785,BNC,120+,117.2
12785,BNCE,0-5,23.4
12785,BNCE,5-15,23.7
12785,BNCE,15-30,24.5
12785,BNCE,30-60,31.2
12785,BNCE,60-120,44.6
12785,BNCE,120+,65.2
12785,DBU,0-5,38.0
12785,DBU,5-15,38.3
12785,DBU,15-30,38.9
12785,DBU,30-60,44.6
12785,DBU,60-120,62.3
